tree_number,models.80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20
216,bcstdcst,-11.14834385,30.2966877,0.618846766,NA,0.579857902,NA,bvardcst,-45.3519115,97.05164909,3.718970499,-0.108141156,4.552557878,NA,bvardcst,-30.68230555,67.58479458,5.900339878,-0.146285115,7.400051014,NA,bcstdcst,-11.99903345,28.15391105,3.258675289,NA,1.726454047,NA,4.086255856,4.967671775,0.563348755,3.069460837,6.469460837,18.88939202,5.169460837,4.269460837,2.1,6,73,113,80,4.837852428,4.697651452,4.519350052,3.445833662,6.099278713,4.861134146,3.961134147,1.79167331,0.410495342,0.380551818,0.410910148,0.125199392,3.400000001,2.100000001,1.200000001
217,bcstdcst,-4.114244869,12.48380889,6.517199633,NA,6.503141814,NA,bvardcst,-10.37871197,27.09075727,6.61479185,-0.049995245,7.114633015,NA,bvardcst,-6.384520529,18.98525727,6.713928681,-0.108231413,7.57711624,NA,bvardcst,11.87381697,-17.53141772,5.1136209,-0.466405923,5.149266728,NA,6.26581354,6.811361096,0.858348162,2.941180954,7.141180954,59.49301042,5.341180954,4.141180954,2,50,76,115,115,6.796529976,6.741831369,6.616600287,5.587640798,4.000022947,4.502211069,3.30221107,1.360712779,0.495142749,0.469624903,0.408132074,0.129223522,4.2,2.4,1.2
218,bvardcst,-25.66339522,57.51576682,7.14414109,-0.178894251,9.723753895,NA,bvardcst,-1.057912153,8.168340717,7.82103495,-0.208422877,9.872066124,NA,bvardcst,154.3253611,-302.6224536,8.282522082,-0.233922553,9.778066167,NA,bvardcst,445.5252965,-885.0202516,8.690845497,-0.52097451,8.920230656,NA,7.910884685,9.523433505,0.907985535,1.955911558,3.955911558,51.88999945,3.155911558,2.655911558,1.4,131,461,853,795,9.261104292,8.981041671,8.669390587,6.852105585,3.853476879,3.053476879,2.553476879,1.297565322,0.433927296,0.386041861,0.343298517,0.183613235,2.000000002,1.200000002,0.700000002
219,bcstdcst,-123.8450123,251.73319,4.785032432,NA,4.739175465,NA,bvardcst,-336.584201,679.2002745,5.315465567,-0.036523152,-6.102665298,NA,bvardcst,-500.8146182,1007.644572,5.593926563,-0.05107235,-6.299314766,NA,bvardvar,-153.6999002,315.4187578,4.433051974,-0.179215671,4.524754397,24.83742821,5.152176469,5.385206814,0.606053571,5.181459955,13.88145996,294.2161006,9.781459955,7.481459955,3.6,281,757,1569,2115,5.384011388,5.37086295,5.327391975,4.77754522,13.87459804,9.774598038,7.474598037,3.593138082,0.620942121,0.541924911,0.474479382,0.247186267,8.699999997,4.599999992,2.299999992
220,bcstdcst,-15.91711758,36.92514426,2.40644785,NA,2.468477577,NA,bvardcst,-17.30596197,42.32620965,3.40246582,-0.087520036,4.536362454,NA,bcstdcst,-30.17317364,64.76014038,2.126988672,NA,1.922877809,NA,bcstdcst,-20.29032272,45.02508989,2.440407724,NA,1.909595574,NA,3.119238344,3.963120144,0.330580803,4.678960362,8.978960362,48.31312283,7.378960362,6.178960362,3.4,14,18,32,30,3.759447304,3.617464073,3.449162308,2.675163585,8.102591895,6.502591895,5.302591895,2.523631533,0.626484529,0.525871427,0.352574699,0.22071153,4.300000006,2.700000006,1.500000006
221,bvardcst,-86.94862372,179.984204,6.128367261,-0.12132104,7.956502725,NA,bvardvar,-26.87829966,61.81058042,5.694075871,-0.20116848,7.838219045,13.42329763,bvardcst,-60.88319581,127.7871888,6.748988406,-0.185398584,8.101780958,NA,bvardcst,459.4972661,-912.9764326,7.102564489,-0.362519776,7.13716493,NA,6.781697133,8.103870358,0.704698012,2.572825484,5.072825484,100.7247896,4.072825484,3.472825484,1.9,280,746,1158,1330,7.876793847,7.644441077,7.402662869,5.979627266,5.063608842,4.063608842,3.463608843,1.890783359,0.455089851,0.435056325,0.356902268,0.197483524,2.499999999,1.499999999,0.899999999
222,bcstdcst,-4.145474184,13.21402529,5.784592657,NA,6.024207017,NA,bvardcst,2.871076357,0.779586416,8.381982361,-0.024445904,9.256579471,NA,bvardcst,-20.14904901,46.50322622,6.850414218,-0.067994314,-8.163665486,NA,bcstdcst,29.13261902,-54.20208014,6.197608005,NA,5.281579765,NA,6.036446928,6.251032401,0.80182079,4.205171306,13.00517131,150.9000167,8.705171306,6.305171306,2.8,16,50,121,193,6.250847385,6.245216972,6.211191881,5.588940942,7.292492271,8.590495633,6.190495633,2.755383467,0.785020493,0.680533352,0.54186652,0.307389932,8.800000004,4.5,2.1
223,bvardcst,-24.0328227,54.8932316,4.258827931,-0.138470806,6.136437291,NA,bvardcst,-52.98708497,112.2818622,3.705105271,-0.144068666,4.677046844,NA,bvardcst,-48.84860823,103.8972165,4.461273439,-0.166610098,5.357471153,NA,bcstdcst,3.958967977,-3.811741263,4.249631821,NA,2.639032008,NA,3.938384607,5.333663265,0.46764939,2.867413438,5.667413438,16.63289357,4.667413438,3.867413438,2,33,82,124,116,4.956970038,4.732371354,4.459558674,3.240367984,5.462640027,4.462640027,3.662640027,1.795226589,0.446896563,0.342441508,0.324544707,0.161948089,2.800000003,1.800000003,1.000000003
224,bvardvar,-1.894502542,-28.21099492,3.027844227,2.178901474,-2.04E-06,1.604195267,bvardcst,-91.27569247,188.9877486,1.500055204,-0.048741675,1.8946403,NA,bvardcst,-107.1031612,220.5396557,1.63403866,-0.06273262,1.950638489,NA,bcstdcst,-71.42137542,147.0006456,1.528613774,NA,0.825950302,NA,1.674901812,1.911647494,0.294661706,7.088583886,17.28858389,10.98490529,12.88858389,10.08858389,4.8,4,59,76,79,1.89992585,1.868787082,1.813839983,1.446969573,0.85147666,12.49791935,9.697919354,4.409335468,0.712958126,0.392171611,0.319993649,0.131848085,10.20000001,5.800000013,3.000000013
225,bvardcst,-46.09356232,99.01471084,1.939504871,-0.147862103,3.290291797,NA,bvardcst,-42.15520514,90.53263251,6.723389241,-0.087046996,8.407541207,NA,bvardcst,-119.9672013,246.0976679,3.067411846,-0.13301649,3.862482645,NA,bcstdcst,-55.59602089,115.2481166,3.453236485,NA,2.434630518,NA,3.797320383,5.331154226,0.286488354,4.348509709,7.548509709,144.8041173,6.348509709,5.548509709,3.3,33,112,151,217,4.71791021,4.466310394,4.243542349,3.259896128,7.4120943,6.2120943,5.4120943,3.163584591,0.267213142,0.504348191,0.317960757,0.201972292,3.200000008,2.000000008,1.200000008
226,bcstdcst,-122.8904679,249.8588579,3.681684129,NA,3.606069257,NA,bvardcst,-287.3238388,580.7006576,4.379579333,-0.080189807,5.404005261,NA,bvardcst,-423.0536496,852.1344486,4.366920998,-0.093639641,5.08227839,NA,bvardcst,-77.26301124,160.5500947,4.813719925,-0.187994071,4.765900775,NA,4.633911602,5.210985413,0.477951461,4.604137141,9.304137141,227.9201558,7.404137141,6.104137141,3.4,157,457,888,1001,5.149941205,5.059618604,4.929228978,4.184917425,9.220176919,7.320176919,6.020176919,3.316039778,0.52603974,0.440709641,0.377529807,0.219939948,4.699999996,2.799999996,1.499999996
227,bvardcst,-15.04654031,36.69308063,5.375881062,-0.051577767,6.221017298,NA,bvardcst,-30.48214711,67.15784261,5.631808462,-0.081248945,6.380232287,NA,bvardcst,-1.338756734,8.884410019,6.905182652,-0.117707322,7.979068865,NA,bcstdcst,35.52897415,-66.9553842,5.783716152,NA,3.914021096,NA,5.526334265,6.175194976,0.790521807,2.850114498,6.650114498,34.19150103,5.050114498,4.050114498,2,44,128,120,120,6.143018514,6.061209607,5.923908933,4.904585303,6.149282318,4.549282319,3.549282319,1.499167821,0.553159807,0.422798107,0.422955687,0.177448223,3.8,2.2,1.2
228,bvardcst,-23.18104762,52.96209523,5.958400595,-0.151650773,7.949109302,NA,bvardcst,-35.73631445,77.66462889,5.306548763,-0.165576611,6.392485099,NA,bvardcst,6.305464713,-6.496643711,6.822792665,-0.17267,7.714028131,NA,bcstdcst,78.84504002,-153.6262503,6.416338331,NA,4.203511296,NA,6.06455199,7.766501044,0.628768701,2.41431491,4.61431491,50.73646848,3.81431491,3.21431491,1.8,44,129,214,191,7.339734028,7.0607566,6.737324371,5.262133851,4.223916859,3.42391686,2.82391686,1.40960195,0.411687834,0.349233842,0.343579313,0.172202373,2.199999999,1.399999999,0.799999999
229,bcstdvar,34.22237215,-62.20945019,5.940601178,NA,5.936030235,5.593661876,bvardcst,23.66895643,-41.2202658,9.352975183,-0.092304985,11.04514399,NA,bvardvar,85.76949046,-163.4364168,6.392387857,-0.164869902,7.693130092,12.41247172,bvardcst,135.6390975,-265.2036608,8.073490369,-0.238357987,7.92202761,NA,7.855013651,8.539650775,0.959368787,2.630465442,6.030465442,118.7876201,4.630465442,3.630465442,1.9,106,208,395,326,8.513417331,8.439151413,8.27734257,7.159877187,6.012054683,4.612054683,3.612054683,1.881589241,0.541218111,0.521004825,0.40739701,0.247289129,3.399999999,1.999999999,0.999999999
230,bvardcst,-37.70892401,82.82961272,1.259210434,-0.089172476,2.092784778,NA,bvardvar,-124.5804153,257.5863625,-1.912803717,-0.069281885,-2.436265824,16.45535214,bvardcst,-260.3947044,526.8919728,2.050933244,-0.070715815,2.30708862,NA,bvardcst,-156.5797836,319.2879094,2.082383465,-0.148882184,2.104499562,NA,2.36090554,3.060887051,0.232053458,6.358044089,11.85804409,61.19230518,9.758044089,8.258044089,4.8,21,99,238,191,2.865543482,2.742880442,2.610479721,2.056027118,11.58536117,9.485361172,7.98536117,4.527317081,0.340680662,0.374635704,0.297818086,0.165173233,5.500000001,3.4,1.9
231,bcstdvar,-30.35095022,67.11569354,2.469491628,NA,2.620587522,1.937904007,bvardcst,-56.0110443,118.7962821,1.731942367,-0.038455606,2.148553255,NA,bvardvar,-118.0775737,244.4999749,1.935403767,-0.06242731,2.367164269,4.27843606,bvardcst,-45.07108285,96.29406444,4.036108102,-0.11203945,3.922902912,NA,3.063467309,3.174753683,0.565820932,5.922153671,22.22215367,23.2360839,13.92215367,9.522153671,3.7,62,35,121,162,3.174742693,3.173549815,3.160239135,2.783464111,7.491020343,13.40316952,9.003169522,3.181015852,0.402778417,0.4448836,0.390317448,0.250622931,16.30000001,8.00000001,3.600000011
232,bcstdcst,2.394637389,0.925010937,10.66686007,NA,11.38699836,NA,bvardcst,-18.44247684,43.53360233,4.915749017,-0.097249456,6.049114422,NA,bvardcst,2.536141677,1.124437958,7.600357878,-0.083227103,8.428232521,NA,bcstdcst,39.81951677,-75.54303355,6.837507338,NA,5.653793901,NA,7.165010051,8.031450624,0.669448655,3.32621016,6.52621016,498.4238983,5.22621016,4.32621016,2.5,10,41,126,128,7.929737349,7.788601326,7.587841036,6.525019251,2.659158695,4.72225371,3.82225371,1.996043549,0.823535612,0.467473822,0.446782092,0.278604485,3.200000001,1.900000001,1.000000001
233,bcstdcst,6.573111593,-8.479556519,14.9173751,NA,15.25894006,NA,bvardcst,-11.15089702,28.6654304,7.506981504,-0.094404983,8.939973792,NA,bvardvar,-10.10979746,28.54217557,3.929561621,-0.226693987,5.872928688,3.239160845,bcstdcst,36.6237505,-69.15519331,6.140038531,NA,4.580406125,NA,6.291183265,7.044980552,0.801112511,2.789804367,6.189804367,62.84512935,4.789804367,3.889804367,2,21,70,129,133,6.995511813,6.893129752,6.732700709,5.625784767,4.491451989,4.494718594,3.594718594,1.704914227,0.75491056,0.505778087,0.3592862,0.22265976,3.399999999,1.999999999,1.099999999
234,bvardcst,2.561742322,-23.12348464,20.39475347,13.48938834,7.3388476,NA,bcstdcst,-10.53199999,26.15490907,3.25943393,NA,3.247404488,NA,bcstdcst,-1.727073455,7.787480243,6.140400035,NA,5.873445947,NA,bcstdcst,-0.722312294,6.194624589,4.918901202,NA,4.270603087,NA,7.977343764,9.70504985,0.679067316,2.541503246,4.641503246,313.2783717,3.841503246,3.341503246,1.9,3,14,39,19,9.289954405,8.990421703,8.701502862,7.034141948,0.06522316,3.10408932,2.60408932,1.162586074,0.521963555,0.448696802,0.41919339,0.254528589,2.100000002,1.300000002,0.800000002
235,bvardcst,8.223104592,-10.37190578,9.056707067,-0.096393366,11.03338102,NA,bvardcst,205.1158427,-404.206369,9.816300269,-0.113291809,11.42323304,NA,bvardcst,403.4281237,-800.8388436,9.751465725,-0.149190357,-11.08832141,NA,bvardcst,886.8036903,-1767.591054,9.353816731,-0.253045406,8.802091656,NA,8.889441188,9.994793511,0.899854059,2.446952545,4.946952545,261.0145592,3.946952545,3.246952545,1.8,327,952,1383,1474,9.878247719,9.70817895,9.456697954,8.016317212,4.821340107,3.876729087,3.176729087,1.729776542,0.521589065,0.470517598,0.41114702,0.233516803,2.5,1.5,0.8
236,bvardcst,-50.7462712,107.9540809,3.402282924,-0.171882381,5.324459965,NA,bvardcst,-104.1927153,214.5556434,3.82123106,-0.218057258,5.71857157,NA,bvardcst,-131.4081206,268.9054606,4.193522347,-0.213221197,5.389971115,NA,bvardcst,-16.56614835,39.2260467,3.780339651,-0.440373886,3.552343233,NA,3.999128861,5.44268508,0.451541066,2.93918528,5.73918528,20.1722039,4.63918528,3.93918528,2.1,56,145,273,260,5.034977599,4.772706908,4.523650381,3.334059648,5.719213486,4.619213486,3.919213486,2.080028206,0.334803607,0.30012514,0.285672207,0.094218668,2.8,1.7,1
237,bvardvar,-14.06365777,37.01620443,4.823631603,-0.064487717,6.275784471,9.444043182,bvardcst,-68.40005821,142.9107155,5.338215942,-0.05482096,5.893089276,NA,bvardcst,-15.01065168,36.10492705,6.687351549,-0.06932511,7.180707696,NA,bcstdcst,108.9535964,-213.8678485,6.251483381,NA,-4.311111945,NA,6.373830856,6.783221958,0.801902631,3.501094069,8.701094069,135.0480101,6.401094069,4.901094069,2.4,50,221,291,308,6.776895268,6.743211002,6.650001244,5.793285093,8.188011239,5.888011239,4.388011239,1.886917171,0.628230497,0.443284852,0.41266963,0.185075498,5.200000001,2.900000001,1.400000001
238,bvardcst,-29.20288857,65.0373561,3.878126623,-0.169194314,5.113968088,NA,bvardcst,-43.61042823,93.49671852,4.273279327,-0.174239862,5.133135565,NA,bvardcst,-35.92646092,78.00482057,4.972629126,-0.199224366,5.645856691,NA,bcstdcst,14.81523685,-25.51618799,4.649535433,NA,2.836531786,NA,4.615903378,6.566000876,0.500255396,2.426811567,4.626811567,17.90601245,3.826811567,3.226811567,1.7,42,91,162,108,5.917234434,5.597957307,5.259078484,3.760812261,4.36827663,3.56827663,2.96827663,1.505949923,0.344375929,0.300238701,0.280136416,0.158105782,2.199999999,1.399999999,0.799999999
239,bcstdcst,-11.75613888,28.31227775,3.529930519,NA,3.536236584,NA,bvardcst,11.3294653,-16.13719147,11.72182663,-0.147070745,14.66740766,NA,bvardcst,-32.30712378,71.0506112,3.339389684,-0.317003553,4.376483329,NA,bcstdcst,46.53701204,-88.97724989,4.164507492,NA,0.464093607,NA,5.67933386,7.010491928,0.685762612,2.422643863,4.922643863,31.41917519,3.922643863,3.222643863,1.7,18,50,59,127,6.770789555,6.534614341,6.241412325,4.825501531,3.855462754,3.296770022,2.596770022,1.074126159,0.486842198,0.550103363,0.203276869,0.003289598,2.500000001,1.500000001,0.800000001
240,bvardcst,15.89085368,-25.63885022,8.457634802,-0.061006729,9.82605727,NA,bvardcst,25.4865325,-44.89198391,8.77975938,-0.089283666,10.13223275,NA,bvardcst,89.68008295,-173.3102699,8.640020457,-0.118963864,9.644016381,NA,bvardcst,228.5129948,-450.9757805,8.027866573,-0.261318941,7.455111003,NA,8.258253981,8.957042678,0.930529269,2.741286143,6.141286143,210.5608337,4.741286143,3.741286143,2,172,300,485,482,8.927508479,8.848375493,8.681478891,7.564151493,5.741912531,4.341912532,3.341912532,1.600626388,0.55315407,0.487906162,0.409428863,0.212282247,3.400000001,2.000000001,1.000000001
241,bvardcst,-62.72221381,131.6549539,4.295673673,-0.066372941,4.823187057,NA,bvardcst,-22.84803172,51.78872754,6.153234565,-0.065968506,6.64096063,NA,bvardcst,-65.81657617,137.7251064,5.472950246,-0.160775374,6.604504756,NA,bvardcst,25.20683087,-44.31880009,6.193744237,-0.325744247,6.82582118,NA,5.406557766,6.571235624,0.559056375,3.094960418,5.994960418,86.21062974,4.894960418,4.094960418,2.3,118,263,265,257,6.341038426,6.145466031,5.905333008,4.754807101,5.818862853,4.718862853,3.918862853,2.123902436,0.406987501,0.412618087,0.358243382,0.225321572,2.899999998,1.799999998,0.999999998
242,bvardcst,0.916751143,4.427367278,8.711539203,-0.119176421,10.77483848,NA,bvardcst,12.64006574,-19.16745543,8.438591906,-0.159533162,10.21839655,NA,bvardcst,25.38398623,-44.69457797,7.589395384,-0.210304398,-8.918833858,NA,bvardcst,104.3625729,-202.6251457,8.020004668,-0.594977547,9.034807703,NA,7.627607139,9.007578746,0.903385855,2.07663577,4.27663577,52.89021284,3.47663577,2.87663577,1.5,96,217,331,244,8.818461093,8.617995329,8.337691425,6.684281221,4.159226878,3.359226878,2.759226879,1.382591109,0.511511341,0.430371406,0.343434619,0.190128541,2.199999999,1.399999999,0.799999999
243,bvardcst,-11.15785038,30.31570077,5.162137944,-0.232016188,7.994547261,NA,bvardcst,-13.35661828,33.00953286,6.772918361,-0.225165016,9.06270623,NA,bvardcst,4.510227602,-2.828455204,7.868756126,-0.265907401,10.11006086,NA,bvardcst,45.83545672,-85.50189935,5.301917806,-0.562169243,4.430390181,NA,6.239457384,8.188661209,0.722724742,1.985997352,3.985997352,23.39892682,3.285997352,2.685997352,1.4,16,85,129,146,7.729350554,7.426899257,7.013372679,5.21160257,3.64065496,3.048329073,2.564839958,1.278842606,0.374684956,0.391174527,0.361951601,0.085865178,2,1.3,0.7
244,bvardcst,-29.10272938,64.54831591,5.467937532,-0.094051593,7.505749985,NA,bcstdcst,-109.3766888,222.8051018,4.597843756,NA,4.403256712,NA,bvardcst,-149.2858778,304.6223885,5.205751705,-0.136201033,6.241415002,NA,bvardcst,65.5015646,-124.9591731,5.185108575,-0.216365765,4.582903359,NA,5.190029013,5.896997498,0.672736331,3.153111279,6.853111279,48.24131918,5.353111279,4.353111279,2.2,74,235,478,550,5.83833142,5.736068033,5.581641393,4.55464537,6.837967884,5.337967885,4.337967885,2.184856606,0.535738636,0.457222504,0.366094236,0.176446053,3.700000001,2.200000001,1.200000001
245,bcstdcst,-16.59077667,38.38155334,1.511058719,NA,1.445484973,NA,bvardcst,-11.67359954,30.94719909,4.558582514,-0.119168009,5.92557774,NA,bvardcst,-26.21631918,59.28978122,2.999849222,-0.175176846,3.881964644,NA,bvardcst,-9.269648897,25.22501208,4.844284776,-0.359652203,6.277426967,NA,3.630933717,5.167508482,0.395832378,3.064011334,5.864011334,17.38116076,4.864011334,4.064011334,2.2,13,19,32,39,4.660270451,4.41394538,4.133210019,3.004371613,5.543068478,4.543068479,3.874080887,2.010069553,0.448970229,0.520317892,0.302316836,0.256451601,2.799999998,1.799999998,0.999999998
246,bvardvar,-63.88169901,136.4651524,2.057156161,-0.057994948,2.826598961,4.045815176,bvardvar,-119.9517685,248.2368703,2.091221354,-0.078110549,2.766605859,4.490436213,bvardcst,-182.7607024,371.6230998,2.985143796,-0.053537019,3.162259234,NA,bvardcst,-66.81106215,139.8012288,3.718334104,-0.208170625,4.503670145,NA,3.219063172,3.574672779,0.419150187,5.505891371,12.30589137,61.10475721,9.405891371,7.505891371,3.9,62,125,240,138,3.554107334,3.505324052,3.42089122,2.877562797,11.58424862,8.88901856,6.98901856,3.38312719,0.51610695,0.421064976,0.341880011,0.260534632,6.799999991,3.899999992,1.999999992
247,bvardvar,-74.26905763,156.9154737,3.099615152,-0.014050404,-3.670220793,5.729540423,bcstdcst,-225.5203075,455.0662561,4.525906085,NA,4.455885906,NA,bcstdcst,-353.6911197,711.4017516,4.230370676,NA,4.105205893,NA,bvardcst,-207.2320218,420.4935639,4.499304702,-0.107674031,4.574850526,NA,4.587746464,4.68569926,0.57037205,6.781161089,25.08116109,320.4596288,15.68116109,10.78116109,4.5,111,471,618,817,4.68569639,4.685087751,4.675695135,4.325882028,24.66827403,15.26827403,10.36827403,4.2077248,0.703091113,0.577581307,0.505996293,0.279138857,18.3,8.900000005,4.000000005
248,bvardcst,-27.59485961,61.30853109,8.067672746,-0.114054604,10.1305559,NA,bvardcst,-64.30246978,134.6563314,6.139703259,-0.142354205,7.293990231,NA,bvardcst,46.55769811,-87.08283177,7.314630323,-0.166330475,8.424818502,NA,bvardcst,341.9101583,-677.7924421,6.761399464,-0.242630513,5.72660417,NA,7.378863468,9.029959966,0.596318462,2.8493304,5.1493304,428.4072219,4.2493304,3.6493304,2.2,206,471,741,865,8.611047315,8.31348089,8.005275382,6.598122045,4.891891125,3.991891125,3.391891126,1.942560726,0.490856925,0.381520162,0.361759848,0.175877961,2.299999999,1.399999999,0.799999999
249,bvardcst,-94.59886252,195.392847,4.337511073,-0.049173632,5.482792753,NA,bvardcst,-293.5238456,593.1040292,3.784399117,-0.052406197,4.374019783,NA,bvardcst,-339.3825831,684.8087235,3.779464152,-0.072340711,-4.33192071,NA,bvardcst,-132.3758083,270.8075607,3.802966083,-0.135938505,3.705067887,NA,3.600492988,4.11926582,0.374373057,5.534490536,11.03449054,170.1724274,8.834490536,7.334490536,4.1,127,430,555,433,4.05308344,3.968453674,3.854831055,3.231684013,10.84543711,8.645437107,7.145437107,3.910946571,0.543984174,0.441192776,0.386728686,0.22618885,5.499999997,3.299999993,1.799999993
250,bvardcst,-80.9029211,168.0755051,3.726826644,-0.026521604,4.393047123,NA,bvardcst,-213.3970692,432.896266,3.092348295,-0.042422506,3.596182392,NA,bvardvar,-286.7475099,581.5891375,2.126157932,-0.150238381,3.711097736,1.343977266,bvardcst,-155.7330554,317.5274919,3.30253805,-0.211697905,3.385534163,NA,3.204229454,3.433051147,0.521135362,5.1968487,14.2968487,28.5017478,10.0968487,7.6968487,3.5,93,239,430,395,3.431056212,3.415247919,3.370866716,2.87901445,13.8533683,9.653368302,7.253368303,3.056519602,0.587697941,0.447579393,0.364841708,0.175911359,9.100000007,4.900000007,2.500000007
