tree_number,models.80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20
1551,bcstdcst,-71.06469086,146.217617,4.987039508,NA,4.869011882,NA,bvardcst,-128.4053202,262.8898484,4.426825861,-0.117492779,5.209819604,NA,bvardcst,-100.0207565,206.0965589,5.613976478,-0.139273969,6.53059433,NA,bvardcst,6.740252828,-7.427525525,4.585578178,-0.196037996,3.974535525,NA,5.042967054,6.650440572,0.427744563,3.319783635,5.919783635,126.9467064,4.919783635,4.219783635,2.5,139,307,440,457,6.121813551,5.83963549,5.556601495,4.367825616,5.854047066,4.854047065,4.154047066,2.43426343,0.495557077,0.358141146,0.357041011,0.169224917,2.599999998,1.599999998,0.899999998
1552,bcstdcst,-12.15833341,29.02254916,4.350626365,NA,4.344493259,NA,bvardcst,11.54927179,-16.41282929,12.19180216,-0.159694337,15.72131367,NA,bvardcst,-3.935209767,14.87041953,7.9627643,-0.298410041,11.66386837,NA,bvardcst,15.48658301,-24.65316603,6.0282342,-0.580631189,6.854142835,NA,7.379406583,8.679355031,0.938896717,2.02218474,4.22218474,37.39300421,3.32218474,2.72218474,1.4,20,39,28,79,8.514592191,8.295788092,8.005609705,6.347901708,4.117497272,3.217497272,2.617497272,1.295312532,0.534555719,0.581199523,0.425910459,0.163964225,2.200000001,1.300000001,0.700000001
1553,bcstdcst,-15.39466907,36.28933815,2.089306475,NA,2.153438948,NA,bvardcst,-26.38463053,60.36926106,1.691093762,-0.173741324,2.661027343,NA,bvardcst,-34.83438612,76.59184916,2.040122148,-0.172722755,2.777121854,NA,bcstdcst,-22.67015491,49.56672491,2.477153068,NA,-1.269635637,NA,2.288990253,3.805211475,0.220344489,4.175962698,7.775962698,11.55494476,6.475962698,5.475962698,3,11,19,30,56,3.119308405,2.891802108,2.66664116,1.840514345,6.410503293,5.110503294,4.110503294,1.634540595,0.505794407,0.261052098,0.231550921,0.08334444,3.600000001,2.300000001,1.300000001
1554,bcstdcst,-231.1255776,466.3280784,1.834163718,NA,1.747666089,NA,bvardvar,-500.462502,1009.016747,1.716405502,-0.119296689,2.509235174,4.299196903,bvardcst,-632.3457122,1270.724712,2.979124413,-0.090827615,3.576869619,NA,bvardcst,-432.359704,870.7547541,2.545875302,-0.163335979,2.552762989,NA,2.6376554,4.197800208,0.153146036,6.462994482,10.66299448,252.2683442,9.162994482,7.962994482,5.1,159,441,725,683,3.377786899,3.166021364,2.957864427,2.275512782,10.03051528,8.530515281,7.330515281,4.467520799,0.396896082,0.330817249,0.336279817,0.172550988,4.199999999,2.700000001,1.500000001
1555,bvardvar,-13.49564157,36.99128313,4.468802159,-0.258965529,6.604164187,39.28679492,bvardcst,6.826534359,-7.373998951,7.185342233,-0.16631124,8.073171332,NA,bcstdcst,21.02131358,-37.91219237,6.632689898,NA,5.651095579,NA,bcstdcst,25.58674305,-46.83062897,10.40824374,NA,8.986144763,NA,6.481252466,8.44519584,0.89417993,1.631263813,3.431263813,11.41715023,2.731263813,2.231263813,1.1,25,90,95,38,8.052440928,7.710753321,7.296707696,5.287003508,3.201187631,2.588808079,2.088808079,0.957544266,0.371210366,0.364990279,0.307296016,0.319042287,1.8,1.1,0.6
1556,bcstdcst,-79.33236392,162.6899379,6.154558072,NA,5.986554227,NA,bvardvar,-78.37071816,164.782462,4.969255734,-0.155195644,6.687343478,8.186074824,bvardcst,-25.46546296,56.94609658,7.207973185,-0.129464844,8.367967375,NA,bvardcst,587.4894395,-1168.965656,7.089833897,-0.259091276,6.883713527,NA,6.809220817,7.701786584,0.702320413,3.068552994,6.268552994,209.9766354,4.968552994,4.168552994,2.3,479,980,1586,1819,7.607468317,7.466761696,7.289570477,6.170489144,6.241600852,4.941600852,4.141600852,2.273047858,0.522935178,0.447700028,0.399845225,0.217908007,3.200000001,1.900000001,1.100000001
1557,bcstdvar,1.930038324,-21.86007665,9.572509153,NA,17.55441868,35.74841461,bcstdcst,-2.352443317,14.70488663,3.614161704,NA,4.754334901,NA,bcstdvar,-3.038506761,-11.92298648,0.414046239,NA,-0.004122753,-3.46526593,bcstdcst,0.395650541,9.208698918,7.964328113,NA,9.708358506,NA,5.095909759,6.650289989,0.665560339,2.183999672,4.483999672,14.18757858,3.683999672,2.983999672,1.5,3,5,3,5,6.313976611,6.077515734,5.737611285,4.199721699,0.097840173,0.547482586,1.448437505,0.667393117,0.323901814,-0.001263665,0.184497866,0.675668379,2.300000002,1.500000002,0.800000002
1558,bcstdcst,-89.7545623,183.6610233,2.484170021,NA,2.390857507,NA,bvardcst,-157.0647986,320.2675282,2.853687338,-0.059171007,3.215470736,NA,bvardcst,-154.6505022,315.4204074,2.943060591,-0.066648362,3.180542495,NA,bcstdcst,-100.5217249,205.1234498,2.189781508,NA,1.440363016,NA,2.734940499,4.263195761,0.181419673,5.65480196,9.55480196,124.4365295,8.15480196,7.05480196,4.4,82,178,205,153,3.509984845,3.292189582,3.077725912,2.344256632,9.094827405,7.694827405,6.594827405,3.958121303,0.454720804,0.366916199,0.331772524,0.179230452,3.899999988,2.499999988,1.399999988
1559,bcstdcst,-33.21674087,70.56534986,4.493989954,NA,4.265402851,NA,bvardcst,-48.71756002,103.6103025,5.589737808,-0.126474347,6.941525671,NA,bvardcst,-42.58445609,91.26727284,5.875427095,-0.155887455,6.869622482,NA,bcstdcst,82.59331133,-161.1344487,6.557382144,NA,4.836652852,NA,6.077758207,6.887781431,0.836525003,2.55872973,5.75872973,35.99624421,4.45872973,3.55872973,1.8,94,141,248,233,6.832070136,6.722497397,6.536868576,5.35971368,5.685012076,4.411745833,3.511745833,1.753016103,0.427274452,0.419635347,0.352725766,0.221132663,3.2,1.9,1
1560,bvardvar,-41.41105848,91.28723324,3.087659769,-0.215661848,5.39163495,3.141196835,bvardcst,-67.11431758,140.3673635,5.171803337,-0.14851746,6.454130059,NA,bvardvar,-72.70404103,153.5464904,3.624037746,-0.189914853,4.151881861,10.5234708,bvardcst,14.3126352,-22.50344299,4.833081788,-0.289768183,4.435689317,NA,4.472239737,5.857443123,0.523753485,2.752948179,5.452948179,22.5558551,4.452948179,3.652948179,2,91,177,294,201,5.520650342,5.288818028,4.992880171,3.802586221,5.153928533,4.389206063,3.589206063,1.936257884,0.428416098,0.381844467,0.27078826,0.159554529,2.699999999,1.699999999,0.899999999
1561,bvardvar,-1.89396218,-28.21207564,1.836391929,-0.752628255,83.51100173,0.099640586,bcstdcst,-6.480028924,17.6659402,5.006638884,NA,4.955543008,NA,bvardcst,-17.30601866,40.99298971,5.140613744,-0.246661468,6.282654377,NA,bcstdcst,-0.884065076,5.982415865,2.676977467,NA,-1.72E-06,NA,6.149549936,7.835910898,0.770608495,1.993417161,4.093417161,20.26840715,3.293417161,2.793417161,1.4,4,20,67,59,7.501607028,7.216643498,6.925549725,5.171813704,0.562782179,3.172253809,2.672253808,1.278836647,0.024256008,0.512150044,0.297341774,-0.013344503,2.099999999,1.299999999,0.799999999
1562,bvardvar,-3.204373107,-25.59125379,1.426667104,0.300929644,16.27041473,0.09811791,bvardcst,-9.283335729,25.45556035,5.412323842,-0.182974693,7.160050034,NA,bvardcst,-16.38307909,39.17293784,5.604192117,-0.237391593,6.828815549,NA,bcstdcst,5.960735217,-7.534373661,5.012177426,NA,3.30987443,NA,5.625299499,6.859838034,0.83069756,2.064513814,4.464513814,13.6483451,3.564513814,2.864513814,1.4,4,31,63,34,6.691701159,6.50473564,6.224666894,4.715765128,1.050426868,3.488968904,2.788968904,1.324455091,0.434036631,0.452031213,0.303479028,0.192326973,2.400000001,1.500000001,0.800000001
1563,bcstdcst,-3.073242137,14.14648427,3.595870844,NA,4.496850756,NA,bcstdcst,-14.82689704,34.08236552,4.355021455,NA,4.359691666,NA,bcstdcst,-29.61770973,63.49628903,3.321754295,NA,3.094393309,NA,bcstdcst,-7.803082871,19.78527022,4.681172251,NA,3.876226863,NA,3.854836943,4.32600108,0.548621319,4.041389313,9.241389313,33.54245204,7.041389313,5.641389313,2.8,6,31,49,70,4.298823954,4.235139017,4.130138672,3.395001186,1.029004308,4.885744417,4.383648092,2.750657002,0.351756722,0.514795744,0.383454566,0.276574985,5.199999998,2.999999998,1.599999998
1564,bcstdcst,-34.02001044,72.64002089,1.18232791,NA,1.036638345,NA,bvardcst,-44.4986439,95.58265365,2.825819809,-0.159055073,4.048235576,NA,bvardcst,-68.81068496,143.9213699,3.269731011,-0.188334118,4.457570097,NA,bcstdcst,-22.55871464,49.22177711,3.179641376,NA,1.752315109,NA,2.800184918,4.094539862,0.324436771,3.549665106,6.949665106,11.32425137,5.649665106,4.749665106,2.5,23,45,84,118,3.665013672,3.43966084,3.217595443,2.275038625,6.674459689,5.374459689,4.746990916,2.49732581,0.334719856,0.332681846,0.287301115,0.136250853,3.399999995,2.099999995,1.199999995
1565,bcstdcst,-22.66101682,50.07203365,1.938621819,NA,1.977314018,NA,bcstdcst,-42.14412602,88.95491871,0.488147963,NA,0.302530482,NA,bvardcst,-56.14755999,118.77512,2.57227187,-0.063951886,3.083914744,NA,bcstdcst,-91.13841959,186.3760127,2.083880487,NA,1.419449723,NA,2.222293823,2.922890084,0.215033604,6.642665879,12.24266588,58.63725533,10.14266588,8.542665879,5,19,21,54,124,2.712756468,2.592816978,2.457270979,1.925481858,9.926317686,9.489305187,7.889305186,4.346639306,0.561326086,0.187950406,0.405131634,0.183434594,5.599999989,3.499999989,1.899999988
1566,bcstdvar,-289.6478046,585.3421208,4.797848304,NA,4.68959515,934.4722418,bvardvar,-452.8468126,913.7243236,4.011665113,-0.118134406,5.179911067,9.440086306,bvardcst,-651.2283216,1308.469268,5.073272611,-0.12405655,5.987517861,NA,bvardcst,217.7975566,-429.5834909,5.694907931,-0.205051836,5.537036261,NA,5.094181437,5.932469766,0.53340468,3.668572581,7.268572581,129.7426814,5.868572581,4.868572581,2.7,520,1308,1905,2069,5.809602423,5.673199293,5.490484524,4.527173738,7.259266868,5.859266868,4.859266868,2.690694287,0.516201757,0.428932206,0.364486539,0.220251023,3.600000002,2.200000002,1.200000002
1567,bcstdcst,-77.54193543,159.2603414,2.393681983,NA,2.364461652,NA,bvardcst,-157.5652861,321.2949558,2.366098445,-0.036921749,2.667578346,NA,bvardcst,-187.0619997,380.2351105,3.073162941,-0.063576768,3.576763233,NA,bvardcst,-117.1998924,240.5385132,2.180078729,-0.261027842,2.221280318,NA,2.889975925,3.090618495,0.511214157,5.349228711,15.44922871,19.50049942,10.74922871,7.949228711,3.5,71,150,220,177,3.089470219,3.077926536,3.037508335,2.574220921,15.04848268,10.34848268,7.54848268,3.34303302,0.579256041,0.407283722,0.388183573,0.104887226,10.1,5.400000004,2.600000005
1568,bcstdcst,-10.29034344,24.64662094,7.054175607,NA,6.884140855,NA,bvardvar,68.0647615,-128.0184119,6.496469156,-0.116778264,7.883739957,11.78197667,bvardcst,84.94355138,-163.8414754,8.047013488,-0.099252776,8.685834578,NA,bvardcst,271.1266224,-536.2084687,8.373195073,-0.18945245,7.552081095,NA,7.967214033,8.781124377,0.846412481,2.810106864,5.910106864,248.7151584,4.610106864,3.810106864,2,185,365,530,540,8.722098761,8.603741995,8.431996685,7.165406282,5.597308943,4.443571723,3.643571722,1.833464859,0.523056696,0.473771372,0.393245652,0.229553899,3.100000001,1.800000001,1.000000001
1569,bcstdcst,52.28868296,-100.4619813,12.56820264,NA,12.54297938,NA,bvardcst,39.21901504,-72.31681797,9.127152737,-0.058247711,10.00905014,NA,bvardcst,19.28425918,-32.48460227,7.148447232,-0.084394836,7.479391872,NA,bcstdcst,84.74246321,-165.4130701,8.743615984,NA,7.340703153,NA,8.485891033,9.094031185,0.949366057,2.849236262,6.649236262,269.4300273,4.949236262,3.949236262,2,107,202,290,170,9.077540192,9.01120563,8.880004072,7.732123848,6.508250038,4.808250038,3.808250038,1.859013776,0.675403689,0.505442067,0.376089309,0.289862813,3.800000001,2.100000001,1.100000001
1570,bvardvar,-52.95894659,114.4812735,3.204311394,-0.089171921,4.50905647,7.784381896,bvardcst,-173.8908506,353.8821197,4.007168946,-0.096480179,-5.109359658,NA,bvardcst,-263.837506,533.7259674,3.792185926,-0.093712112,4.320490204,NA,bvardcst,-101.9249983,209.8940334,4.253039015,-0.173360258,4.142926354,NA,4.419063288,5.324832236,0.386179967,4.586856878,8.486856878,292.6405066,6.986856878,5.986856878,3.5,76,243,475,549,5.123957326,4.966323751,4.797340978,3.946669417,8.248378155,6.748378154,5.748378155,3.261521277,0.516143712,0.413846505,0.346177328,0.211160957,3.900000005,2.400000005,1.400000005
1571,bcstdcst,-111.12753,226.2722521,6.63483738,NA,6.464776652,NA,bvardcst,8.304705836,-10.59526907,7.839794294,-0.09813169,9.019974885,NA,bvardcst,458.6447037,-911.2812662,8.145463239,-0.117521626,8.985782678,NA,bvardcst,1079.940693,-2153.872014,7.780078014,-0.214887591,7.255763541,NA,7.796797732,8.886051043,0.715936049,2.93181259,5.63181259,440.2886404,4.63181259,3.83181259,2.2,701,1701,2952,2565,8.728425794,8.563533858,8.314184721,7.046680456,5.547276755,4.547276756,3.747276756,2.115464165,0.52149253,0.448734649,0.392585285,0.226789894,2.699999999,1.699999999,0.899999999
1572,bcstdcst,2.863162139,1.273675722,9.346764355,NA,11.57422541,NA,bcstdcst,-4.440288426,15.88057685,3.185302745,NA,3.706591744,NA,bcstdcst,7.645813347,-9.958293361,20.34301598,NA,20.99350239,NA,bcstdcst,16.26987376,-28.33635769,5.212331104,NA,3.054737336,NA,6.076094242,6.986445405,0.981775709,2.075725385,4.875725385,14.72880797,3.775725385,2.975725385,1.4,7,7,12,62,6.928188744,6.814906222,6.610203508,5.219087171,0.329013303,0.964847883,2.602743142,1.027017757,0.123300241,0.14031159,0.856702552,0.133191405,2.8,1.7,0.9
1573,bcstdcst,-29.16337074,62.55751071,4.837602553,NA,4.762893321,NA,bvardcst,-37.93311911,82.07136643,5.843379421,-0.12484861,7.311667256,NA,bvardcst,-66.4711219,139.0549199,5.11160949,-0.165945071,6.129673345,NA,bcstdcst,26.81221112,-49.57603513,4.788236787,NA,3.228619316,NA,5.965251148,7.20656472,0.578561831,3.039990077,5.739990077,138.0288609,4.739990077,3.939990077,2.3,55,121,217,251,6.946271572,6.74233927,6.469098869,5.301911099,5.421180239,4.421180239,3.621180239,1.981190163,0.520765265,0.439701579,0.334663631,0.186445826,2.699999998,1.699999998,0.899999998
1574,bcstdcst,-235.530073,475.0760401,5.670086346,NA,5.497598466,NA,bvardvar,-219.0695553,446.1626955,5.411980768,-0.140765407,6.875581476,16.43470079,bvardvar,-313.3807559,634.7774163,5.142141702,-0.160841293,6.167853955,24.1224216,bvardcst,792.7441658,-1579.479857,6.46837784,-0.195811516,5.860790938,NA,6.467100162,7.820671401,0.531542419,3.29987576,5.99987576,441.6921716,4.99987576,4.29987576,2.5,758,1701,2520,2836,7.498418317,7.272340121,7.025180568,5.749914154,5.786967948,4.786967948,4.086967948,2.287092188,0.498137441,0.440216015,0.363952813,0.208836237,2.699999996,1.699999996,0.999999996
1575,bcstdcst,-137.2564283,278.56619,4.146303791,NA,3.983914148,NA,bvardcst,-126.3378243,258.7256485,6.064822721,-0.115140285,7.39550366,NA,bvardcst,-163.4645887,332.9640105,5.511114863,-0.152333351,6.545174528,NA,bvardcst,94.13449997,-182.2372119,5.670183212,-0.281981005,-5.641547638,NA,5.282668999,6.442027304,0.518760675,3.305911002,6.205911002,114.5573386,5.105911002,4.305911002,2.5,228,484,693,759,6.18447676,5.986319087,5.75191022,4.680922042,5.887631741,4.787631741,3.987631741,2.181720739,0.458707253,0.426691866,0.349851149,0.197102446,2.900000001,1.800000001,1.000000001
1576,bcstdcst,-7.799369788,19.63413781,7.850240145,NA,7.752990957,NA,bvardcst,125.5626328,-245.100974,9.297566941,-0.072492532,10.75277929,NA,bvardcst,410.1490925,-814.2863155,8.95358807,-0.095942882,9.972375836,NA,bvardcst,881.4887174,-1756.965635,7.761350366,-0.25150726,7.333770163,NA,8.399303343,8.946497219,0.905962734,3.084248483,7.284248483,393.0810381,5.484248483,4.284248483,2.2,342,992,2026,2038,8.934317652,8.884288659,8.761997509,7.727359198,7.077076171,5.277076171,4.077076171,1.992827688,0.595739327,0.531173382,0.43976833,0.218494846,4.2,2.4,1.2
1577,bcstdcst,0.841920554,2.34207682,7.8396947,NA,7.649380047,NA,bvardcst,167.2638536,-328.5022295,8.837506014,-0.106997898,10.15242555,NA,bvardvar,261.1445384,-514.2572804,7.1022429,-0.184555667,8.385091375,28.83132551,bvardcst,498.2385814,-990.4539968,7.943594969,-0.305281358,7.474860149,NA,8.129089411,9.23484555,0.881581867,2.407552354,4.907552354,141.0934444,3.907552354,3.207552354,1.7,466,946,1263,1040,9.112807851,8.940159112,8.688626997,7.17157016,4.880345694,3.880345695,3.180345695,1.672793341,0.526440894,0.451223789,0.385103219,0.202641454,2.5,1.5,0.8
1578,bcstdcst,-11.1272326,29.25446521,2.221574978,NA,2.324936978,NA,bvardcst,-13.31833024,32.78952672,7.42335197,-0.063205253,8.532672444,NA,bvardcst,2.817145228,0.456275581,7.275561563,-0.069053127,7.848092094,NA,bvardcst,62.42646021,-118.7580588,6.874449965,-0.225294726,6.860020655,NA,6.704008536,7.244845629,0.741770468,3.498288957,7.898288957,253.7641735,6.098288957,4.898288957,2.5,7,161,269,257,7.224162299,7.166234373,7.053393183,6.110717601,7.585922529,5.785922529,4.585922528,2.187633571,0.579119478,0.519597626,0.433199107,0.249279632,4.400000001,2.600000001,1.400000001
1579,bcstdcst,-44.18765886,92.76241449,1.583233244,NA,1.419078071,NA,bvardvar,-49.89545416,108.1357359,3.11659488,-0.216159055,5.411191084,2.847145077,bvardcst,-34.79377928,75.73127113,6.414142512,-0.134826472,7.984456691,NA,bvardcst,-17.09827774,40.28076601,5.100708909,-0.20953333,5.291530534,NA,5.103307296,6.530280805,0.414366521,3.670407945,6.570407945,237.2021929,5.470407945,4.670407945,2.8,34,121,171,289,6.101198762,5.8534297,5.587395609,4.483591149,6.091618152,4.991618151,4.191618152,2.616055335,0.338468929,0.422871206,0.429951847,0.234422915,2.900000001,1.800000001,1.000000001
1580,bcstdvar,0.62159241,Inf,2.654303407,NA,5.144010606,2.725423045,bcstdcst,-50.6481191,105.5411362,3.14351764,NA,3.111810565,NA,bcstdvar,-71.82329669,149.8730085,2.31919854,NA,2.135242033,4.503774094,bvardcst,-49.14674555,104.6315193,3.033722713,-0.134834925,3.355899912,NA,3.138641149,3.411639305,0.39683426,6.364075395,14.76407539,95.81126664,11.16407539,8.864075395,4.5,4,52,110,75,3.401901096,3.371003052,3.310410901,2.839607828,0.279077369,10.49977654,8.199776544,3.835701148,0.531113556,0.524362357,0.367117634,0.260743579,8.399999998,4.799999998,2.500000003
1581,bvardvar,-69.77163694,147.7917211,3.509514014,-0.180742138,5.511517536,4.999038509,bvardcst,-101.5344218,209.1426897,5.492105409,-0.139866378,-6.701928869,NA,bvardcst,-129.9838484,266.0142988,4.911402929,-0.181193413,-5.748454291,NA,bvardcst,60.78671185,-115.5179964,6.049406604,-0.463833547,6.902264262,NA,5.381795742,6.634892309,0.633975671,2.629004191,5.229004191,36.05799218,4.229004191,3.529004191,1.9,166,329,519,437,6.393834621,6.180476823,5.926643883,4.645580684,5.211618113,4.211618114,3.511618113,1.882613922,0.439326322,0.381612597,0.301770279,0.182598577,2.600000001,1.600000001,0.900000001
1582,bcstdcst,-2.928051159,10.94701141,4.722922786,NA,5.112108672,NA,bcstdcst,-13.28868764,31.5004522,2.178889307,NA,1.922557873,NA,bcstdcst,-17.45958877,39.27211872,2.776095936,NA,2.012882163,NA,bcstdcst,13.15673579,-21.9605304,6.553977841,NA,5.001288428,NA,5.382594123,6.846506426,0.654296693,2.357685765,4.757685765,23.7041725,3.857685765,3.157685765,1.7,14,16,37,37,6.542041551,6.297877254,5.979166964,4.595372327,1.178298202,2.562666583,2.060922436,1.104089006,0.215163458,0.278759859,0.18179059,0.190536196,2.399999999,1.499999999,0.799999999
1583,bcstdcst,49.41280926,-94.80644919,8.187243156,NA,8.068976702,NA,bvardcst,192.6229484,-379.2270288,8.965572352,-0.048688521,9.831385653,NA,bvardcst,397.8676949,-789.7234198,8.693409131,-0.074976117,-9.453318776,NA,bvardcst,933.4251815,-1860.836727,9.388095362,-0.180916953,9.066180176,NA,8.792318525,9.219367965,0.960852038,3.197330962,8.097330962,480.9134646,5.897330962,4.597330962,2.3,629,1276,2009,1764,9.215515455,9.187468179,9.108126084,8.207956549,8.06428804,5.864288041,4.56428804,2.266957078,0.589984934,0.513548545,0.445282807,0.273885281,4.899999998,2.699999998,1.399999998
1584,bvardvar,-203.8608348,415.8994473,2.444972064,-0.098916932,3.464557987,6.02556746,bvardcst,-405.7962316,817.640753,3.372462228,-0.089442083,4.148026416,NA,bvardcst,-594.9031795,1195.833882,3.155437289,-0.097916758,3.526853493,NA,bvardcst,-253.8259214,513.6835468,3.311782679,-0.122242698,2.892724324,NA,3.181566072,4.781727782,0.214207616,5.110449717,8.610449717,158.4973207,7.310449717,6.310449717,4,230,501,876,761,4.025658274,3.782879183,3.54427439,2.751858338,8.140653815,6.840653815,5.840653815,3.530204098,0.427164146,0.370267162,0.300473294,0.181894183,3.500000007,2.200000007,1.200000007
1585,bcstdcst,-17.10942708,39.14193108,1.95385541,NA,1.784717471,NA,bvardcst,9.848143102,-13.1962862,10.61090787,-0.120398019,12.3124531,NA,bcstdcst,3.929549461,-3.644813208,6.330413787,NA,5.756330013,NA,bcstdcst,0.028350782,4.404836897,3.21838802,NA,1.007639104,NA,5.735139348,7.6907224,0.662096003,2.068168856,4.068168856,20.25055973,3.368168856,2.768168856,1.5,16,52,59,29,7.170502473,6.863793381,6.460467746,4.84199971,3.543320443,2.843320443,2.243320443,0.975151587,0.334087446,0.497451748,0.358099964,0.03583807,1.999999999,1.299999999,0.699999999
1586,bcstdcst,-10.18126576,26.76253153,1.664555665,NA,1.822474329,NA,bcstdcst,-24.69383393,54.38766785,1.03375691,NA,0.947726139,NA,bcstdcst,-43.99218623,92.23969161,2.533887897,NA,2.358324899,NA,bcstdcst,-18.07057424,40.46547281,3.682290497,NA,3.402778075,NA,2.936395929,4.642674031,0.185823416,5.386705676,9.086705676,148.6242262,7.786705676,6.786705676,4.2,8,15,50,40,3.784743534,3.550316479,3.327246584,2.515419591,6.225334702,7.72824534,6.72824534,4.141539665,0.659166094,0.373980478,0.397137405,0.395881421,3.699999997,2.399999997,1.399999997
1587,bcstdcst,-23.09456845,50.73459145,3.083890146,NA,3.065823116,NA,bvardcst,-64.89725981,136.0498388,4.15015847,-0.134417817,5.396041273,NA,bvardcst,-66.3628002,138.8444123,5.161144357,-0.142941068,6.115693278,NA,bvardcst,-16.57422055,39.2993845,3.92732888,-0.328498726,3.745768066,NA,4.570313016,5.311003933,0.652875197,3.017349637,6.617349637,23.47472913,5.117349637,4.117349637,2.1,25,98,206,163,5.24038963,5.122984465,4.949807948,3.962840875,6.502033926,5.002033926,4.002033926,2.002602581,0.535796247,0.375641885,0.35074203,0.136612872,3.6,2.1,1.1
1588,bcstdcst,-4.040432985,12.83086597,7.797075614,NA,7.966450559,NA,bvardcst,-16.03337651,39.56675303,3.511298558,-0.192853938,5.153299661,NA,bvardcst,7.985738347,-9.590524314,10.9597183,-0.119275027,12.76924937,NA,bvardcst,44.0807248,-81.99706604,6.910942174,-0.297931068,6.821991979,NA,7.961935351,8.835082119,0.894225147,2.588142399,5.588142399,153.6165454,4.388142399,3.588142399,1.9,19,20,67,150,8.775376376,8.660481987,8.47803116,7.219488232,4.823951425,4.080246425,3.280246425,1.592104025,0.677017246,0.402582586,0.490275639,0.21381054,2.999999998,1.799999998,0.999999998
1589,bcstdcst,-999.3111739,2002.639841,1.726924249,NA,1.647063429,NA,bvardcst,-1913.403848,3832.821186,2.705823998,-0.050077807,3.27049546,NA,bvardcst,-2821.912083,5649.832805,2.515422775,-0.061086875,2.903126144,NA,bvardcst,-1970.67018,3947.348565,2.527237046,-0.09848966,2.395870034,NA,2.515173481,3.194007289,0.188098985,8.233193139,14.23319314,479.6872116,12.03319314,10.33319314,6.4,689,1783,2782,2929,2.974412841,2.861852798,2.736694101,2.235671615,14.0636525,11.8636525,10.1636525,6.230459358,0.442073471,0.423320638,0.351533117,0.204276275,5.999999999,3.799999999,2.099999999
1590,bcstdvar,-3.110345296,-11.77930941,0.834472058,NA,144.9867236,0.008708674,bvardcst,-3.201377922,13.32583277,6.808061454,-0.14735581,8.462872278,NA,bvardcst,-4.754996916,16.70999383,6.720030843,-0.210287132,8.640932352,NA,bcstdcst,4.137197065,-3.752654999,5.731710219,NA,4.530701591,NA,5.756187055,7.231587269,0.771028593,2.061569805,4.361569805,16.68510415,3.461569805,2.861569805,1.4,3,30,24,26,6.981122367,6.730267312,6.435378288,4.774397022,1.228034275,3.25115006,2.65115006,1.189580254,0.655078449,0.496869823,0.449503698,0.251863347,2.299999999,1.399999999,0.799999999
1591,bcstdcst,-122.7919223,249.8505112,0.554878746,NA,0.55350595,NA,bcstdvar,-447.2557439,900.6440845,0.581166888,NA,0.56397638,4.252658721,bcstdcst,-1111.807585,2227.640274,0.634171233,NA,0.587598946,NA,bvardcst,-667.8610426,1341.790853,0.807608441,-0.028907808,0.822603574,NA,0.708296495,0.757411139,0.091904764,29.76721648,73.36721648,103.0700415,53.66721648,41.56721648,21.1,48,185,481,353,0.756517891,0.751950131,0.740806518,0.648480025,70.5337927,50.8337927,38.7337927,18.26657622,0.622214069,0.514611393,0.400566096,0.245086631,43.60000024,23.90000024,11.80000024
1592,bcstdcst,-33.0606053,70.40692488,2.765547347,NA,2.477415795,NA,bvardcst,-14.79521048,35.79381079,6.242939037,-0.15845973,7.466098492,NA,bvardvar,9.117277756,-9.976490996,4.975834984,-0.411009401,8.334186074,5.874339432,bvardcst,6.95592075,-7.66441882,5.17016764,-0.801976134,6.886908349,NA,5.513013125,7.209511329,0.712396202,2.03094138,4.13094138,14.6400855,3.33094138,2.73094138,1.4,45,122,160,101,6.829466392,6.53754619,6.179171267,4.55025505,4.046479977,3.246479977,2.646479977,1.315538597,0.355229682,0.380311185,0.360497438,0.115807634,2.1,1.3,0.7
1593,bvardvar,-21.37945654,50.8858972,6.125066117,-0.159357588,8.410136335,18.06774627,bvardcst,38.82449058,-71.62254944,8.090365255,-0.154899686,-9.821873402,NA,bvardvar,153.720993,-299.4129794,6.021721687,-0.257866049,7.699208354,17.10477639,bvardcst,640.4013554,-1274.78656,7.453360445,-0.354954235,7.105775612,NA,7.446398892,9.088597295,0.709980195,2.409904898,4.509904898,137.1669006,3.709904898,3.109904898,1.8,320,912,1384,1490,8.718845224,8.436093563,8.089547146,6.556478977,4.430103475,3.630103476,3.030103476,1.720198578,0.484884933,0.423244804,0.355028105,0.186050292,2.1,1.3,0.7
