tree.number,models80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,netdiv.sim.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,netdiv.sim.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,netdiv.sim.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,netdiv.sim.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20
1930,bvardcst,-35.39488034,77.53976069,0.004821053,-0.681675048,0.629243617,NA,bvardcst,-121.2710008,248.8311583,0.018569315,-0.861421141,0.613525984,NA,bvardcst,-205.4284187,417.0359419,0.077648191,-0.909982266,0.518366422,NA,bvardcst,-74.74674499,155.6886119,0.568441454,-1.271286193,-9.84E-06,NA,5.361809,0.000147138,0.9777121,0.2481963,-0.248049162,36,5.361809,0.005480207,0.9777121,0.2481963,-0.242716093,87,5.361809,0.042705949,0.9777121,0.2481963,-0.205490351,138,5.361809,0.758719768,0.9777121,0.2481963,0.510523468,127,10.74288,7.042885,4.942885,2,7.599995,3.9,1.8,-0.921943191,-0.74144267,-0.537597109,-0.848087162,10.62808903,6.928094026,4.828094026,8.628089027
1931,bvardcst,-70.2922604,147.1426603,0.142041779,-0.791550645,1.037793951,NA,bvardcst,-164.2931633,334.7932232,0.238029188,-0.847641138,0.759916066,NA,bvardcst,-220.0338384,446.1913881,0.489928897,-0.793170026,0.74538191,NA,bvardcst,-210.1216884,426.3759736,0.44801587,-0.846231048,0.872504467,NA,6.991203,0.146920049,0.7807369,1.118568,-0.971647951,47,6.991203,0.320738278,0.7807369,1.118568,-0.797829722,120,6.991203,0.553987037,0.7807369,1.118568,-0.564580963,198,6.991203,2.004658264,0.7807369,1.118568,0.886090264,185,4.947274,3.947274,3.247274,1.6,2.6,1.6,0.9,-0.505719171,-0.37713379,-0.254060357,-0.273262346,4.847995759,3.847995759,3.147995759,3.247995759
1932,bcstdcst,-147.9253606,300.2507213,0.026709572,NA,1.43E-08,NA,bvardcst,-318.2831726,642.8555019,0.03205671,-0.080606989,0.121609258,NA,bvardcst,-396.185299,798.5848836,0.043017765,-0.094156728,-0.106200923,NA,bvardcst,-264.0150198,534.2676634,0.144309492,-0.084895396,-1.32E-06,NA,0.7452353,0.006466813,0.0863663,0.08480882,-0.078342007,33,0.7452353,0.01919978,0.0863663,0.08480882,-0.06560904,87,0.7452353,0.039320228,0.0863663,0.08480882,-0.045488592,116,0.7452353,0.156095809,0.0863663,0.08480882,0.071286989,105,54.96376,42.36376,34.06376,18.1,29.8,17.2,8.9,-0.594756677,-0.357981395,-0.310106375,-0.325276513,50.71262074,38.11262073,29.81262074,32.61262074
1933,bvardcst,-613.5983124,1233.256926,-0.01051901,-0.715091523,-0.49439433,NA,bvardcst,-1875.355755,3756.733488,0.056335706,-0.71035689,0.507675151,NA,bvardvar,-2914.630686,5837.282995,0.113895149,-0.788730065,0.542308469,1.002494131,bvardcst,-1307.116851,2620.246347,0.921972485,-0.749491813,0.51584099,NA,6.64467,0.009902957,0.7098655,0.4262903,-0.416387343,402,6.64467,0.050679631,0.7098655,0.4262903,-0.37561067,1096,6.64467,0.146983791,0.7098655,0.4262903,-0.279306509,1855,6.64467,0.910457216,0.7098655,0.4262903,0.484166916,1902,9.168972,6.868972,5.368972,2.8,5.3,3,1.5,-0.77104583,-0.574958029,-0.429134271,-0.529762722,9.042120542,6.742120543,5.242120543,6.242120543
1934,bvardcst,-537.1322162,1080.343121,0.766094621,-0.277150408,1.691099328,NA,bvardcst,-1036.786154,2079.606546,1.062209685,-0.29679577,1.927747949,NA,bvardcst,-1527.02174,3060.062711,1.245999018,-0.318384944,1.863252885,NA,bvardcst,-572.9335386,1151.884418,2.105958495,-0.23162127,1.141542801,NA,6.106272,0.775056127,0.2893727,1.793845,-1.018788874,309,6.106272,1.035156755,0.2893727,1.793845,-0.758688245,705,6.106272,1.30480164,0.2893727,1.793845,-0.48904336,1252,6.106272,2.349932325,0.2893727,1.793845,0.556087325,1388,7.133141,6.133141,5.333141,3.3,2.9,1.9,1.1,-0.044775824,0.009306423,0.026867372,0.057285231,7.064912295,6.064912296,5.264912296,3.764912296
1935,bvardcst,-119.3561051,245.0322103,0.540476346,-0.506910579,1.99833188,NA,bvardcst,-300.5814587,607.2772032,0.582459152,-0.599230701,1.629814674,NA,bvardcst,-455.0796241,916.2220755,0.757090441,-0.589691998,-1.330278675,NA,bvardcst,-121.3418498,248.7450806,2.2166013,-0.621337794,1.920672822,NA,6.971375,0.335153093,0.5808726,1.431917,-1.096763907,79,6.971375,0.599118868,0.5808726,1.431917,-0.832798132,214,6.971375,0.848935814,0.5808726,1.431917,-0.582981186,386,6.971375,2.181619038,0.5808726,1.431917,0.749702039,395,5.224864,4.224864,3.624864,2,2.5,1.5,0.9,-0.294581395,-0.217295746,-0.147072473,-0.122526099,5.18574593,4.18574593,3.585745931,3.18574593
1936,bvardcst,-229.6427297,465.4838064,0.217453058,-0.470855643,1.051349809,NA,bvardcst,-452.7130397,911.5173342,0.256484125,-0.547040892,0.800133334,NA,bvardcst,-638.0226735,1282.100017,0.437590203,-0.508892714,0.688457163,NA,bvardcst,-216.3989436,438.8565669,1.660745126,-0.566827581,-1.416118064,NA,5.095143,0.181812963,0.4917311,0.9676439,-0.785830937,125,5.095143,0.34454645,0.4917311,0.9676439,-0.62309745,267,5.095143,0.536349985,0.4917311,0.9676439,-0.431293915,443,5.095143,1.565387024,0.4917311,0.9676439,0.597743124,413,6.778226,5.478226,4.578226,2.4,3.4,2.1,1.2,-0.390028796,-0.319648663,-0.207891644,-0.168012176,6.734290917,5.434290917,4.534290917,4.334290917
1937,bvardcst,-81.3515567,169.274542,0.018832484,-0.685237912,0.354469347,NA,bvardcst,-256.2469515,518.6690854,0.148349715,-0.534803213,0.441787502,NA,bvardcst,-327.1348463,660.3861975,0.241460069,-0.562612197,0.338110714,NA,bvardvar,-123.2477494,254.7105526,0.822127878,-1.458786041,1.28015173,-1.235438169,6.469992,0.040531835,0.6283339,0.6042109,-0.563679065,46,6.469992,0.125598303,0.6283339,0.6042109,-0.478612597,141,6.469992,0.266957487,0.6283339,0.6042109,-0.337253413,210,6.469992,1.186103236,0.6283339,0.6042109,0.581892336,191,8.073482,6.273482,5.073482,2.7,4.3,2.5,1.3,-0.677978143,-0.379703597,-0.305134474,-0.369802505,7.806615143,6.006615144,4.806615144,5.106615144
1938,bvardcst,-849.3529232,1704.744871,0.040672305,-0.892506497,0.771652627,NA,bvardcst,-2361.566624,4729.148163,0.16285979,-0.833919683,0.822418501,NA,bvardcst,-3377.915562,6761.840062,0.349116345,-0.833278779,0.845482988,NA,bvardcst,-992.820018,1991.648398,1.578525711,-0.831368326,1.004840206,NA,9.196001,0.057595911,0.8236514,0.8036278,-0.746031889,619,9.196001,0.168039387,0.8236514,0.8036278,-0.635588413,1613,9.196001,0.352653032,0.8236514,0.8036278,-0.450974768,2689,9.196001,1.501907002,0.8236514,0.8036278,0.698279203,2874,6.159247,4.859247,3.959247,2.2,3.2,1.9,1,-0.68185683,-0.457065936,-0.322806205,-0.322806205,5.981150018,4.681150018,3.781150019,3.781150019
1939,bvardcst,-43.68910896,94.37821792,0.00999401,-0.252884536,0.469421922,NA,bvardcst,-132.2226028,270.7695299,0.001889721,-0.586721071,0.262006273,NA,bvardcst,-212.1960904,430.5921807,0.004243804,-0.846230565,0.043104089,NA,bvardcst,-113.0795883,232.3542986,0.549620159,-0.754206174,-0.073281104,NA,4.786152,1.70E-08,0.8437783,0.09403371,-0.094033693,28,4.786152,6.10E-05,0.8437783,0.09403371,-0.093972731,78,4.786152,0.00450889,0.8437783,0.09403371,-0.08952482,124,4.786152,0.450745459,0.8437783,0.09403371,0.356711749,127,23.05742,13.357419,8.257419,2.8,18.400001,8.7,3.6,-0.930334591,-0.845462811,-0.721729908,-0.920879168,22.8762979,13.17629691,8.076296912,20.07629791
1940,bvardcst,-16.86773766,43.73547532,0.129875958,-0.691164452,0.93056538,NA,bvardcst,-33.48979247,74.24274284,0.130715084,-0.911064858,0.578152357,NA,bvardcst,-48.70024728,104.0671612,0.483182541,-0.831555652,1.173312621,NA,bcstdcst,-12.07412536,28.42732049,2.078761646,NA,2.04E-07,NA,9.388734,0.059465687,0.9286959,0.8788528,-0.819387114,10,9.388734,0.181242249,0.9286959,0.8788528,-0.697610551,23,9.388734,0.380996904,0.9286959,0.8788528,-0.497855896,40,9.388734,1.764483194,0.9286959,0.8788528,0.885630395,46,5.45051,4.25051,3.45051,1.8,2.9,1.7,0.9,-0.455868469,-0.466370817,-0.277339469,-0.312729974,4.710928648,3.510928647,2.710928647,2.910928647
1941,bvardcst,-37.74864758,82.6401523,0.075181631,-0.912945775,-0.588389069,NA,bvardcst,-100.377948,207.0987532,0.423073144,-0.635000947,0.787653401,NA,bvardcst,-143.357194,292.8834021,0.966246101,-0.543811995,1.161510238,NA,bvardcst,-129.6666747,265.4596653,1.466502735,-0.63970187,1.715844078,NA,8.419776,0.443878742,0.6212952,1.741323,-1.297444258,25,8.419776,0.729666501,0.6212952,1.741323,-1.011656499,74,8.419776,1.059301176,0.6212952,1.741323,-0.682021824,146,8.419776,2.586026026,0.6212952,1.741323,0.844703026,194,4.736536,3.936536,3.336536,1.9,2.2,1.4,0.8,-0.52864041,-0.237118116,-0.098836764,-0.058590741,4.472078901,3.672078901,3.072078901,2.572078901
1942,bvardcst,-411.1441621,828.3922202,0.010433145,-0.651818956,0.362527626,NA,bvardcst,-1000.672303,2007.388242,0.053928789,-0.657989078,0.402155325,NA,bvardvar,-1437.171764,2882.389611,0.128564192,-0.6959599,0.498105245,1.470672692,bvardcst,-580.5654178,1167.161526,0.822031311,-0.740537987,0.387693771,NA,5.846367,0.009180349,0.6711315,0.3936262,-0.384445851,235,5.846367,0.04915084,0.6711315,0.3936262,-0.34447536,554,5.846367,0.134503631,0.6711315,0.3936262,-0.25912257,873,5.846367,0.892840114,0.6711315,0.3936262,0.499213914,786,9.620336,7.120336,5.620336,2.8,5.6,3.1,1.6,-0.735868164,-0.551906875,-0.402016663,-0.540459219,9.438791071,6.938791072,5.438791072,6.638791072
1943,bvardcst,-213.2910481,432.796382,0.061953397,-0.52415176,0.696274122,NA,bvardcst,-583.1549581,1172.387586,0.159344828,-0.518769474,0.646446938,NA,bvardcst,-808.0644553,1622.1772,0.324072827,-0.510718582,0.683251199,NA,bvardcst,-280.7653908,567.5884739,1.001819947,-0.447394577,0.000133337,NA,5.682756,0.048738272,0.5243213,0.5729364,-0.524198128,116,5.682756,0.131983256,0.5243213,0.5729364,-0.440953144,313,5.682756,0.260940589,0.5243213,0.5729364,-0.311995811,501,5.682756,1.061420565,0.5243213,0.5729364,0.488484165,420,9.075975,7.175975,5.875975,3.2,4.7,2.8,1.5,-0.611710808,-0.392789415,-0.259726538,-0.259726538,8.569779163,6.669779163,5.369779164,5.369779164
1944,bvardcst,-25.04275858,58.08551717,0.00610042,-0.805177782,0.366208813,NA,bvardcst,-86.06489569,178.6879309,0.088850755,-0.610464443,0.440278779,NA,bvardcst,-123.2222066,252.7777465,0.211657461,-0.551739608,0.318593615,NA,bvardcst,-50.2153795,106.8242016,0.865975437,-0.736863553,0.611777456,NA,4.566989,0.0249995,0.6293046,0.5126115,-0.487612,16,4.566989,0.088011283,0.6293046,0.5126115,-0.424600217,47,4.566989,0.199449487,0.6293046,0.5126115,-0.313162013,76,4.566989,1.008559511,0.6293046,0.5126115,0.495948011,65,8.27541,6.27541,4.97541,2.4,4.8,2.8,1.5,-0.757908875,-0.461165,-0.309419911,-0.4290561,8.112855238,6.112855239,4.812855239,5.712855239
1945,bcstdcst,-14.2033997,34.80679941,0.357367977,NA,-2.46E-07,NA,bvardcst,-21.50226766,51.00453533,0.698575627,-0.640073374,2.033220983,NA,bvardcst,-34.67037261,76.19788809,0.967729913,-0.712916932,-2.150449784,NA,bcstdcst,-10.82456678,26.22056213,1.698046667,NA,-2.66E-07,NA,6.681316,0.325002408,0.6909201,1.592322,-1.267319592,8,6.681316,0.605261551,0.6909201,1.592322,-0.987060449,16,6.681316,0.916179898,0.6909201,1.592322,-0.676142103,32,6.681316,2.539651417,0.6909201,1.592322,0.947329417,24,4.375669,3.475669,2.875669,1.4,2.3,1.4,0.8,-0.012729249,-0.111734719,-0.105785138,-0.085557449,4.228785329,3.32878533,2.72878533,2.82878533
1946,bvardcst,-90.11163358,186.7566005,0.02027088,-0.585198287,0.45103172,NA,bvardcst,-201.4070545,409.040524,0.058533214,-0.63118955,0.451761956,NA,bvardcst,-322.3717787,650.8718996,0.16367726,-0.594620396,0.392970849,NA,bvardcst,-160.0641054,326.2452839,1.209052465,-0.593736879,1.237674604,NA,4.96665,0.022662965,0.5687828,0.4618688,-0.439205835,49,4.96665,0.079206175,0.5687828,0.4618688,-0.382662625,110,4.96665,0.185903637,0.5687828,0.4618688,-0.275965163,191,4.96665,0.901583307,0.5687828,0.4618688,0.439714507,209,9.47597,7.27597,5.77597,3,5.3,3.1,1.6,-0.685300057,-0.547905217,-0.372779383,-0.412073844,8.957193035,6.757193035,5.257193036,5.957193035
1947,bvardcst,-95.74650857,197.8622479,0.303316208,-0.746703969,-1.636172584,NA,bvardcst,-199.7297512,405.6173972,0.310889258,-0.904777828,1.136930808,NA,bvardcst,-265.6046609,537.3064877,0.512671568,-0.877184221,0.901528222,NA,bvardcst,-19.37727949,44.85251817,2.535328526,-0.636117547,1.416431872,NA,9.282439,0.16684311,0.8847138,1.276523,-1.10967989,69,9.282439,0.369923537,0.8847138,1.276523,-0.906599463,156,9.282439,0.628995818,0.8847138,1.276523,-0.647527182,251,9.282439,2.253720161,0.8847138,1.276523,0.977197161,249,4.542515,3.642515,3.042515,1.6,2.3,1.4,0.8,-0.444693582,-0.371893467,-0.265569078,-0.241803927,4.539606358,3.63960636,3.039606359,2.939606359
1948,bvardcst,-724.7892528,1455.639574,0.120578585,-0.530063008,0.849373275,NA,bvardcst,-1714.42282,3434.869761,0.225885359,-0.559937917,0.770022416,NA,bvardcst,-2329.118764,4664.252622,0.42887071,-0.557680259,0.880846825,NA,bvardcst,-964.4733866,1934.961136,1.395694125,-0.543501727,-0.888503105,NA,6.674517,0.111693776,0.5357251,0.8107371,-0.699043324,397,6.674517,0.249472486,0.5357251,0.8107371,-0.561264614,999,6.674517,0.426270334,0.5357251,0.8107371,-0.384466766,1594,6.674517,1.337927189,0.5357251,0.8107371,0.527190089,1675,7.635056,6.135056,5.135056,3,3.7,2.2,1.2,-0.501404055,-0.34828107,-0.233106761,-0.188065166,7.621072898,6.121072898,5.121072899,4.621072899
1949,bvardcst,-32.19518886,71.89037772,0.357438484,-0.556499386,1.525609121,NA,bvardcst,-98.79234739,203.9539255,0.457830089,-0.600218535,1.0522889,NA,bvardcst,-128.2684682,262.7531527,0.751886635,-0.515658839,0.868936893,NA,bcstdcst,-16.7657051,37.65772599,2.637894522,NA,-0.673006481,NA,6.143011,0.299563524,0.5766779,1.341695,-1.042131476,20,6.143011,0.533257486,0.5766779,1.341695,-0.808437514,69,6.143011,0.798455252,0.5766779,1.341695,-0.543239748,115,6.143011,2.053667056,0.5766779,1.341695,0.711972056,98,5.238182,4.238182,3.538182,1.9,2.6,1.6,0.9,-0.334514557,-0.22293105,-0.125969448,-0.094896394,5.177447438,4.177447439,3.477447439,3.277447438
1950,bvardcst,-29.1864218,66.37284361,0.218505667,-0.49961234,0.763365376,NA,bvardcst,-49.82695786,106.5428046,0.285171129,-0.588450142,0.767925801,NA,bvardcst,-84.47473853,175.3304294,0.699242281,-0.50331348,1.063825452,NA,bcstdcst,-34.02512287,72.23774573,1.623076439,NA,4.44E-06,NA,7.642012,0.241448088,0.6014217,1.224751,-0.983302913,16,7.642012,0.440573017,0.6014217,1.224751,-0.784177983,31,7.642012,0.712809035,0.6014217,1.224751,-0.511941965,67,7.642012,1.91628997,0.6014217,1.224751,0.69153897,67,5.744325,4.744325,3.944325,2.3,2.7,1.7,0.9,-0.310077539,-0.27964824,-0.119969395,-0.080302211,5.468827415,4.468827416,3.668827417,3.168827416
1951,bvardcst,-165.9972665,338.2231044,0.409706518,-0.603219763,1.613501213,NA,bvardcst,-344.2851409,694.6633051,0.748026416,-0.553972461,1.631333028,NA,bvardcst,-447.3705415,900.7989143,0.938642825,-0.595007854,1.543331225,NA,bvardcst,-420.0804952,846.2001421,1.415535157,-0.64733471,1.642904372,NA,8.289826,0.495284002,0.5531771,1.767708,-1.272423998,109,8.289826,0.770988162,0.5531771,1.767708,-0.996719838,262,8.289826,1.074466222,0.5531771,1.767708,-0.693241778,419,8.289826,2.594404654,0.5531771,1.767708,0.826696654,617,5.093582,4.293582,3.693582,2.1,2.3,1.5,0.9,-0.336899609,-0.148137461,-0.11670359,-0.073235364,5.06638268,4.26638268,3.66638268,2.96638268
1952,bvardcst,-15.37478236,42.74956471,0.013040152,-0.600992749,0.272342288,NA,bvardcst,-31.53578777,70.91772939,0.146902996,-0.533255446,0.889919952,NA,bvardcst,-36.12465646,79.66107762,0.187636024,-0.619390711,0.779223013,NA,bvardcst,-21.49975214,50.19950427,0.555941189,-0.71746134,2.51E-06,NA,3.977748,0.019861373,0.5874924,0.4469678,-0.427106427,8,3.977748,0.076708253,0.5874924,0.4469678,-0.370259547,17,3.977748,0.174600178,0.5874924,0.4469678,-0.272367623,21,3.977748,0.915746985,0.5874924,0.4469678,0.468779185,24,9.020873,6.720873,5.320873,2.5,5.3,3,1.6,-0.650185404,-0.427293705,-0.364398456,-0.35039186,8.340362001,6.044589109,4.644589109,5.844589109
1953,bcstdcst,-3.700060709,-0.599878581,0.067180473,NA,2.67E-08,NA,bcstdcst,-10.97148548,31.94297095,0.175007751,NA,-2.86E-08,NA,bvardcst,-21.03386594,51.06773187,0.131747743,-0.44942354,-0.002076268,NA,bcstdcst,-8.928820277,23.19097389,1.524110078,NA,-0.655383554,NA,4.030239,0.015023534,0.6357871,0.4367187,-0.421695166,2,4.030239,0.060846208,0.6357871,0.4367187,-0.375872492,5,4.030239,0.157910774,0.6357871,0.4367187,-0.278807926,12,4.030239,0.933807793,0.6357871,0.4367187,0.497089093,12,8.795339,6.595339,5.095339,2.3,5.3,3.1,1.6,NA,-0.281528342,-0.283668995,-0.265177489,6.085294672,6.210899574,4.710899574,6.110899574
1954,bvardcst,-34.33600793,75.93517375,0.273066106,-0.680688914,1.556864464,NA,bvardcst,-71.78140093,150.0628019,0.169808105,-0.930668443,0.710705068,NA,bvardcst,-105.7804174,217.8304978,0.553877055,-0.843217868,1.286680936,NA,bvardcst,-26.33213776,58.89284694,1.401045097,-0.878353224,-1.26E-06,NA,8.742714,0.130261566,0.8559008,1.106875,-0.976613434,23,8.742714,0.306569744,0.8559008,1.106875,-0.800305257,52,8.742714,0.55812103,0.8559008,1.106875,-0.548753971,93,8.742714,2.040488638,0.8559008,1.106875,0.933613638,109,4.914625,3.914625,3.214625,1.7,2.5,1.5,0.8,-0.40865239,-0.430999122,-0.251075247,-0.251075247,4.806273311,3.806273312,3.106273312,3.106273312
1955,bvardcst,-122.1557965,250.6192854,0.001300197,-0.807632917,0.28984398,NA,bvardcst,-324.5555494,655.2293255,0.006423864,-0.952014903,0.127579299,NA,bvardcst,-524.9042635,1055.879744,0.047714819,-0.870962515,0.042974339,NA,bvardcst,-223.5965133,453.2694598,0.908664938,-0.690632255,0.393885396,NA,7.72895,0.00081459,0.8790893,0.2943678,-0.29355321,82,7.72895,0.013572115,0.8790893,0.2943678,-0.280795685,207,7.72895,0.066047756,0.8790893,0.2943678,-0.228320044,341,7.72895,0.786109518,0.8790893,0.2943678,0.491741718,318,10.41737,7.217368,5.417368,2.6,6.700002,3.5,1.7,-0.842905666,-0.719300854,-0.545283899,-0.746522293,10.26638762,7.066385623,5.266385622,7.666387623
1956,bvardvar,-5.935589961,-20.12882008,0.298309912,-0.789484379,-2.706931835,0.718498124,bcstdcst,-9.220133329,24.84026666,0.733033724,NA,0.015062138,NA,bcstdcst,-6.619790228,20.23958046,1.181030933,NA,0.631901187,NA,bcstdcst,-0.674806405,6.206755667,3.822408705,NA,-2.34857541,NA,8.800034,0.314320221,0.9080703,1.764717,-1.450396779,4,8.800034,0.593514408,0.9080703,1.764717,-1.171202592,8,8.800034,0.934579448,0.9080703,1.764717,-0.830137553,7,8.800034,2.959650613,0.9080703,1.764717,1.194933613,17,3.669428,2.969428,2.469428,1.2,1.9,1.2,0.7,0.221475668,0.086751274,0.206272976,0.206272976,3.129675961,2.429675962,1.929675962,1.929675962
1957,bvardcst,-36.68116785,80.50519285,0.002437807,-0.629113257,0.396690422,NA,bvardcst,-99.67331876,205.7830012,0.015508548,-0.740521956,0.366260126,NA,bvardcst,-132.6128705,271.5220374,0.030191094,-0.911261155,0.077008041,NA,bvardcst,-53.11134027,112.5756217,0.834351937,-0.930161567,0.855380826,NA,5.482665,5.19E-05,0.9551794,0.2110092,-0.210957286,25,5.482665,0.003155392,0.9551794,0.2110092,-0.207853808,59,5.482665,0.031235126,0.9551794,0.2110092,-0.179774074,85,5.482665,0.670451855,0.9551794,0.2110092,0.459442655,72,12.1103,7.810296,5.410296,2.2,8.700004,4.4,2,-0.848520523,-0.697587952,-0.589042031,-0.815026982,11.98077142,7.680767427,5.280767427,9.780771427
1958,bvardcst,-45.22347183,97.15282602,0.001949342,-1.315749325,0.243136403,NA,bvardcst,-166.8771574,339.9828862,0.202528965,-0.743223355,0.9168598,NA,bvardcst,-208.9270301,424.0040602,0.173752537,-0.948419682,0.287675481,NA,bvardcst,-53.14264427,112.42012,1.523724263,-0.576673279,3.61E-06,NA,7.201256,0.028002981,0.8823104,0.6709057,-0.642902719,38,7.201256,0.105190876,0.8823104,0.6709057,-0.565714824,109,7.201256,0.254191257,0.8823104,0.6709057,-0.416714443,164,7.201256,1.34698087,0.8823104,0.6709057,0.67607517,182,6.289963,4.789963,3.789963,1.9,3.6,2.1,1.1,-0.803869056,-0.410993329,-0.416185193,-0.402573172,6.152995482,4.652995483,3.652995483,4.252995483
1959,bvardcst,-12.67727235,37.3545447,0.017819878,-0.888926875,-7.02E-08,NA,bvardcst,-21.32552329,50.65104659,0.029126487,-1.187850832,3.04E-06,NA,bvardcst,-31.00326232,69.14938178,0.29615357,-0.843754546,0.433414621,NA,bcstdcst,-5.979237655,16.70847531,1.94990853,NA,-3.62E-07,NA,6.007842,0.042109778,0.9107468,0.7764014,-0.734291622,8,6.007842,0.137586226,0.9107468,0.7764014,-0.638815174,16,6.007842,0.312287094,0.9107468,0.7764014,-0.464114306,25,6.007842,1.532569005,0.9107468,0.7764014,0.756167606,19,5.446674,4.146674,3.246674,1.5,3.2,1.9,1,-0.630561856,-0.601828752,-0.308889099,-0.478589652,4.864372746,3.783517335,2.883517335,3.583517335
1960,bvardcst,-311.5299277,629.1848555,0.02339274,-0.727895569,0.571248237,NA,bvardvar,-822.4853342,1653.053828,0.079024755,-0.751937576,0.662933788,1.464821123,bvardcst,-1201.08853,2408.207098,0.24563919,-0.6838221,0.617251251,NA,bvardcst,-476.7879221,959.6065741,1.123489298,-0.700490752,0.657405841,NA,7.46561,0.026581365,0.7083696,0.559028,-0.532446635,196,7.46561,0.095132978,0.7083696,0.559028,-0.463895022,486,7.46561,0.22258726,0.7083696,0.559028,-0.33644074,803,7.46561,1.102642115,0.7083696,0.559028,0.543614115,785,7.958913,6.158913,4.958913,2.7,4.3,2.5,1.3,-0.704843065,-0.492095862,-0.34359153,-0.359002353,7.824242876,6.024242876,4.824242876,5.124242876
1961,bvardcst,-204.5634467,415.33379,0.208975486,-0.564205145,1.117167404,NA,bvardcst,-519.373629,1044.81933,0.314002835,-0.59885907,0.792022496,NA,bvardcst,-700.0525851,1406.148104,0.602334005,-0.574317838,0.941141268,NA,bvardcst,-696.0405505,1398.121035,0.696176766,-0.583691464,1.009236245,NA,7.104154,0.178084004,0.6246554,1.089807,-0.911722996,120,7.104154,0.376847973,0.6246554,1.089807,-0.712959027,337,7.104154,0.621146007,0.6246554,1.089807,-0.468660993,563,7.104154,1.797573686,0.6246554,1.089807,0.707766686,605,5.901141,4.701141,3.901141,2.2,2.9,1.7,0.9,-0.418709471,-0.289082441,-0.178794584,-0.158502196,5.897989971,4.697989971,3.897989972,3.697989972
1962,bcstdcst,-7313.538858,14631.08689,-0.010226553,NA,6.56E-09,NA,bcstdvar,-5572.386351,11150.78383,0.205280889,NA,-5.27E-08,3.077198595,bvardvar,-3628.122487,7264.267779,0.179682765,-0.063862838,1.079414708,0.747756307,bvardcst,-1835.4948,3677.003489,0.281136161,-0.996281176,0.20332495,NA,7.435318,1.48E-41,0.9595551,0.00575577,-0.00575577,1311,7.435318,1.48E-41,0.9595551,0.00575577,-0.00575577,2161,7.435318,1.36E-19,0.9595551,0.00575577,-0.00575577,1759,7.435318,0.258670171,0.9595551,0.00575577,0.252914401,1732,100.0657,100.065745,47.365745,3.5,92.599955,92.6,39.9,-0.98675191,-0.715718361,-0.969444179,-0.986134136,100.0287873,7.425932266,47.32883227,96.52878727
1963,bvardcst,-668.549551,1343.161765,0.294595331,-0.49529086,1.281567463,NA,bvardcst,-1519.629498,3045.283561,0.441445171,-0.541362276,1.206266882,NA,bvardcst,-1926.917703,3859.851545,0.642936117,-0.54270172,1.126261155,NA,bvardcst,-706.897624,1419.810476,1.831690346,-0.58290448,1.551008493,NA,6.763279,0.207624625,0.552394,1.088889,-0.881264375,387,6.763279,0.402866226,0.552394,1.088889,-0.686022774,981,6.763279,0.626732467,0.552394,1.088889,-0.462156533,1491,6.763279,1.699820796,0.552394,1.088889,0.610931796,1580,6.306244,5.106244,4.306244,2.5,3,1.8,1,-0.359748131,-0.24191176,-0.163952704,-0.1357266,6.303344951,5.103344952,4.303344952,3.803344952
1964,bvardcst,-28.31511484,64.47638353,0.600516188,-0.376604266,2.022935938,NA,bvardcst,-63.74188879,134.1694919,0.522721401,-0.402491058,1.125105244,NA,bvardcst,-79.48977402,165.3666448,1.24092872,-0.282762958,1.718564827,NA,bvardcst,-20.72190786,47.95445403,3.486646678,-0.477727309,4.963721185,NA,5.292502,0.502076793,0.387032,1.542478,-1.040401207,17,5.292502,0.768536673,0.387032,1.542478,-0.773941327,39,5.292502,1.007684781,0.387032,1.542478,-0.534793219,66,5.292502,2.173019124,0.387032,1.542478,0.630541124,51,6.085526,4.985526,4.285526,2.3,2.9,1.8,1.1,-0.134984298,-0.123001709,0.065042245,0.047165345,5.886471869,4.786471869,4.086471869,3.586471869
1965,bvardcst,-68.02646806,142.6683207,0.458532814,-0.538301343,1.688963622,NA,bvardcst,-136.7275907,279.716051,0.397854276,-0.682807093,1.160873377,NA,bvardcst,-180.5382417,367.2333461,0.663784619,-0.683753691,1.193599198,NA,bvardcst,-34.88776811,75.95598735,1.962287267,-0.503676351,0.729776025,NA,9.52063,0.197737875,0.7456175,1.275363,-1.077625125,43,9.52063,0.38683492,0.7456175,1.275363,-0.88852808,96,9.52063,0.651925499,0.7456175,1.275363,-0.623437501,157,9.52063,2.143041374,0.7456175,1.275363,0.867678374,137,5.196061,4.296061,3.596061,2,2.5,1.6,0.9,-0.270091792,-0.282752426,-0.193484626,-0.16278506,4.71416955,3.814169551,3.11416955,2.714169551
